wgs	stoolMeans	stoolSDs	swabMeans	swabSDs	tissueMeans	tissueSDs	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
K12982	0.342	0.295	0.293	0.357	0.007	0.028	0.000213050588134887	0.708717041142677	0.000119566691798134	0.00649342100682204	0.608069815771176	0.559158492610608	0.000326989140185844	0.9640135484772	0.000192948688487604	0.00958199688126651	0.999248226209326	0.875636157581882
K12985	0.114	0.222	0.204	0.265	0	0	0.0136155881421158	0.141886740325041	0.13633108993053	0.0103148435312205	0.812138932783585	0.152185705041235	0.0168622756909581	0.335013416741087	0.15752607145162	0.0148011439355349	0.999248226209326	0.386694304407702
K12984	0.8	0.467	0.797	0.515	0.172	0.471	1.33250313547772e-05	0.99967874049543	9.14096311754875e-06	0.000159744657202476	0.937864137314322	0.0899007232606824	2.25680205499524e-05	0.999999996206915	1.59019841373304e-05	0.000290431818515972	0.999248226209326	0.280197492313248
K12987	1.009	0.265	0.859	0.322	0.073	0.21	3.69465308494173e-24	0.0290071234668358	2.1094237467878e-15	3.13082892944294e-14	0.35509179669698	0.905136504269271	1.42880262566965e-23	0.104606047607844	8.15759996613553e-15	1.24754957397444e-13	0.999248226209326	0.999998145862406
K05346: deoxyribonucleoside regulator	0.469	0.45	0.376	0.373	0	0	0.000204062681820242	0.542564537751302	0.000119672811588534	0.011205457815963	0.285802012391222	0.349462369769519	0.000313669076828236	0.834731905507166	0.000193068752753619	0.0159999112657206	0.999248226209326	0.653310026040253
K13854	0.146	0.099	0.103	0.09	0	0	9.39437535154255e-08	0.0705015544999755	7.37297582986685e-08	0.00144015617432058	0.28124337815264	0.0231324936378991	1.8159276838628e-07	0.199973421361301	1.44538820857969e-07	0.00233206454724379	0.999248226209326	0.12076113960025
K03098: outer membrane lipoprotein Blc	1.115	0.555	0.864	0.702	0.084	0.337	2.49753278599187e-09	0.102283018082722	1.35655642274912e-09	7.33161325984222e-05	0.707692865711209	0.527183281413182	5.23862235297467e-09	0.26179555608684	2.89833588812703e-09	0.000137739289853888	0.999248226209326	0.84335470012143
K13853	1.062	0.232	0.918	0.343	0.08	0.267	4.7122939751606e-27	0.0304201295423756	1.66533453693773e-15	2.80886425230165e-14	0.758325219000434	0.999847199665651	2.08003868214667e-26	0.108284987441193	6.8261894453468e-15	1.23961984661357e-13	0.999248226209326	0.999998145862406
K03097: casein kinase 2, alpha polypeptide	0.049	0.134	0.03	0.105	0.094	0.368	0.496968516279601	0.8736090405271	0.594721740403927	0.46977558054871	0.611816825472487	0.999895194818338	0.509438760288638	0.999999996206915	0.624473216118459	0.513933134219985	0.999248226209326	0.999998145862406
K05344: glucose-1-phosphate phosphodismutase	0.447	0.351	0.487	0.386	0	0	6.97108188679541e-06	0.846774184027448	8.36794113834305e-06	3.09701471813417e-05	0.597253809548914	0.168555995973097	1.20172686051894e-05	0.999999996206915	1.45905636519892e-05	6.01708540992107e-05	0.999248226209326	0.410728721972874
K03091: RNA polymerase sporulation-specific sigma factor	2.137	0.408	1.995	0.392	0.459	0.714	4.64340885653121e-27	0.30357437236342	1.66533453693773e-15	1.89848137210902e-14	0.382239266274834	0.999816077992964	2.05260927448842e-26	0.574903123442864	6.8261894453468e-15	1.05055055563887e-13	0.999248226209326	0.999998145862406
K03090: RNA polymerase sigma-B factor	1.079	0.359	1.068	0.421	0.227	0.38	1.49411010145325e-13	0.989475140761731	1.25566224085105e-13	1.10814579734608e-10	0.261119778556636	0.287250044086625	3.79734788624047e-13	0.999999996206915	3.21413627420536e-13	3.22124329916218e-10	0.999248226209326	0.577250253666322
K03093: RNA polymerase sigma factor	0.319	0.31	0.299	0.33	0.024	0.042	0.00125669971715104	0.949475509798318	0.000814042437874862	0.00904311835797444	0.0271666312219084	0.219986641079102	0.00176996456601912	0.999999996206915	0.00122136463380436	0.0130873660116478	0.999248226209326	0.487107560657873
K03092: RNA polymerase sigma-54 factor	1.758	0.333	1.483	0.57	0.249	0.544	5.78646153712372e-26	0.00688070959519915	1.66533453693773e-15	2.98649993624167e-14	0.651314876404042	0.202035341088475	2.41413237672872e-25	0.0368363054582034	6.8261894453468e-15	1.23961984661357e-13	0.999248226209326	0.461632553005085
K06115: spectrin beta	0.033	0.141	0.207	0.24	0.479	0.368	4.06618714398244e-14	0.000192209178544234	1.78634884662188e-13	6.31449447066057e-05	0.0890576058116746	0.99987859753722	1.05278099299962e-13	0.00249462104434702	4.53251581049911e-13	0.000119293382504379	0.999248226209326	0.999998145862406
K02429: MFS transporter, FHS family, L-fucose permease	2.109	0.333	1.878	0.465	0.26	0.583	1.75979593720103e-35	0.0197916796227444	1.66533453693773e-15	1.88737914186277e-15	0.754106067831087	0.230826905860715	1.45541818882374e-34	0.0791017425237329	6.8261894453468e-15	1.71983186175429e-14	0.999248226209326	0.501801205705062
K06119: sulfoquinovosyltransferase	0.696	0.245	0.576	0.317	0	0	4.28068236127587e-18	0.0664731060373558	2.63122856836162e-14	3.62396779252094e-11	0.734647821642349	0.0496371107956437	1.29056530624498e-17	0.191401039001601	8.15078284764233e-14	1.08933787422593e-10	0.999248226209326	0.19368018808531
K05869: calcium/calmodulin-dependent protein kinase IV	0.037	0.081	0.062	0.138	0.142	0.191	0.00266959232781427	0.568020490323552	0.00184229591429241	0.0577714477037461	0.57905217989396	0.518070045308697	0.00362153075538343	0.857312354227488	0.00268022352540581	0.0735987446991843	0.999248226209326	0.832839278997941
K05864: peptidyl-prolyl isomerase D (cyclophilin D)	0.177	0.208	0.234	0.325	0.198	0.298	0.554390247012604	0.527004169402343	0.948761678482724	0.884033386501885	0.698216008344653	0.999848510336465	0.565918737810787	0.821899661581363	0.962358329765762	0.912671510114819	0.999248226209326	0.999998145862406
K05710: ferredoxin subunit of phenylpropionate dioxygenase	0.221	0.384	0.334	0.551	0	0	0.0328342353224747	0.389378427347873	0.108643114885471	0.0246248021800347	0.594225371911541	0.0693439030087313	0.0384423909228512	0.675583831787922	0.127175123136127	0.033331369995524	0.999248226209326	0.237800753585435
K09612: alkaline phosphatase isozyme conversion protein	0.551	0.45	0.771	0.532	0	0	7.96842417864713e-07	0.0574577293008828	2.86456085271114e-05	4.62033770576298e-07	0.887627104481135	9.7872055852508e-09	1.46272008369798e-06	0.172034037508349	4.83275551841816e-05	1.05451802080912e-06	0.999248226209326	7.4468400496777e-06
K06952	0.527	0.538	0.45	0.584	0	0	0.00116246609715801	0.76701949646308	0.000707338468796559	0.0176818224992494	0.463036220205717	0.669563967331317	0.00164594815850216	0.999999996206915	0.00106784951874123	0.0244945957107263	0.999248226209326	0.976668073123826
K04849: calcium channel, voltage-dependent, N type, alpha 1B subunit	0.011	0.046	0.112	0.151	0.217	0.223	3.83484411102448e-12	4.3190773621915e-05	6.20451467980843e-11	0.00477423980119185	0.0549975908618542	0.999919205990193	9.18642113490988e-12	0.000753301544517469	1.4214106456904e-10	0.00718970748883097	0.999248226209326	0.999998145862406
K04844: hypothetical glycosyl hydrolase	0.628	0.263	0.573	0.308	0.049	0.196	2.52758171624257e-12	0.60128964719063	9.89541781848402e-13	1.28379886721319e-08	0.376341963684392	0.0215710963596759	6.10531345506688e-12	0.886248636086765	2.43859952474139e-12	3.23715149325878e-08	0.999248226209326	0.114875996099166
K11632: bacitracin transport system permease protein	0.131	0.139	0.25	0.329	0	0	0.000109108860630642	0.00862027223329276	0.024113417975573	8.14701971122433e-05	0.0649170689914528	0.999881938177574	0.000172147650248501	0.0434727399205079	0.0308293163657452	0.000152446692229396	0.999248226209326	0.999998145862406
K11633: two-component system, OmpR family, sensor histidine kinase YxdK	0.28	0.194	0.285	0.226	0.017	0.066	4.38583963391986e-06	0.991106195859661	3.37495152524792e-06	4.86728723606555e-05	0.598567305655369	0.0357628035401802	7.67805747819102e-06	0.999999996206915	6.03151201825721e-06	9.28751642819154e-05	0.999248226209326	0.15774506170223
K11630: two-component system, OmpR family, bacitracin resistance response	1.174	0.334	1.003	0.463	0.065	0.261	5.39989389548485e-21	0.0694816496789599	1.01030295240889e-14	1.77080572427712e-13	0.610079837338771	0.218278075552453	1.83729201463479e-20	0.197910529525423	3.47441472955533e-14	6.20189553721223e-13	0.999248226209326	0.484558222424427
K11631: bacitracin transport system ATP-binding protein	0.855	0.222	0.781	0.266	0.038	0.136	2.33048121286746e-26	0.268485877049034	1.66533453693773e-15	2.38697950294409e-14	0.108327281270664	0.166711692536265	9.89235644541441e-26	0.528549008278612	6.8261894453468e-15	1.23961984661357e-13	0.999248226209326	0.407867392471159
K11636: putative ABC transport system permease protein	0.035	0.038	0.057	0.079	0	0	0.000756295717351543	0.0721885412361242	0.0177893098080045	0.000456285500212816	0.183231803231468	0.982003139086826	0.00109270639248014	0.203055291360577	0.0231771251715162	0.000789934539190959	0.999248226209326	0.999998145862406
K11637: two-component system, CitB family, sensor histidine kinase CitS	0.127	0.159	0.163	0.164	0	0	0.00254955768015637	0.519263879847058	0.00630315244281165	0.002319467419026	0.609560674414329	0.0141997481100817	0.00347184733760891	0.815122353702248	0.00870401291274831	0.00366431304947087	0.999248226209326	0.0860038475085249
K11634: two-component system, OmpR family, response regulator YxdJ	0.274	0.198	0.247	0.239	0.011	0.046	1.37344204573975e-05	0.80882118332183	7.08744150634821e-06	0.000609566686037954	0.889974243280883	2.43310864646902e-06	2.32419842435859e-05	0.999999996206915	1.24218993518979e-05	0.00103817359202939	0.999248226209326	0.000423152352315912
K11635: putative ABC transport system ATP-binding protein	0.341	0.128	0.296	0.143	0.015	0.042	2.51602115666062e-16	0.205221320228855	2.93098878501041e-14	1.20927934332826e-10	0.293076746982089	0.027245767591439	7.09685856375958e-16	0.436319307102005	8.48160947682968e-14	3.50685248348696e-10	0.999248226209326	0.13278221563578
K11638: two-component system, CitB family, response regulator CitT	0.159	0.223	0.191	0.226	0.011	0.045	0.0205347935652326	0.764650351537411	0.0296299811257069	0.0216846668750346	0.71139347111559	0.0601748206409222	0.0247172806864881	0.999999996206915	0.0374186089444353	0.0296084717963965	0.999248226209326	0.218862228088829
K11639: Mg2+/citrate complex secondary transporter	0.037	0.048	0.044	0.063	0	0	0.0113107502967027	0.793680923842693	0.0153947785391221	0.0134095338893089	0.744764687930537	0.362130126964696	0.0141576263738494	0.999999996206915	0.020248058981771	0.018911916771136	0.999248226209326	0.667763127183916
K07570: general stress protein 13	0.571	0.384	0.448	0.355	0.002	0.009	1.55601799845936e-07	0.243675918090311	7.86113620865336e-08	0.000333569522184551	0.468032867340651	0.000102036315905413	2.970979158288e-07	0.492939618948396	1.53712611956547e-07	0.000585984900876584	0.999248226209326	0.00370721141401279
K07571: S1 RNA binding domain protein	0.961	0.519	0.798	0.528	0.052	0.21	1.86433106169712e-09	0.273704236257291	7.74918684776083e-10	1.16404955518012e-05	0.135490187322569	0.000257494604000026	3.94171002867328e-09	0.535385982789686	1.68221470550357e-09	2.35949705041006e-05	0.999248226209326	0.00666965810446026
K07576: metallo-beta-lactamase family protein	1.59	0.286	1.334	0.553	0.086	0.332	2.13303658873606e-31	0.00295744236186402	1.66533453693773e-15	1.52100554373646e-14	0.166965759216	0.170426164561528	1.26178753310363e-30	0.0201364112490674	6.8261894453468e-15	8.87666418477839e-14	0.999248226209326	0.413300423779291
K07577: putative mRNA 3-end processing factor	0.219	0.212	0.271	0.286	0	0	0.000291916498953133	0.507946551216509	0.000759977210820439	0.000321909809548493	0.206853685718262	0.10191550821188	0.000442343970407698	0.805654916882499	0.00114334683199803	0.000566155738434463	0.999248226209326	0.302318917187166
K07574: putative RNA-binding protein containing KH domain	1.42	0.632	1.048	0.882	0	0	1.87835351828307e-12	0.0243655920262392	1.17639231689282e-12	3.38910873587395e-06	0.539644444337675	0.872097550022105	4.56610937132151e-12	0.092219927477865	2.8934851820936e-12	7.21816125796526e-06	0.999248226209326	0.999998145862406
K07579: putative methylase	0.196	0.233	0.159	0.246	0.005	0.018	0.00734355929486596	0.722308264188557	0.00507038364214707	0.0726817341133459	0.759183917901628	0.232532019036782	0.00942248006489231	0.972073934140116	0.00706903921890729	0.0910878557850394	0.999248226209326	0.504427084774374
K11188: peroxiredoxin 6, 1-Cys peroxiredoxin	0.282	0.496	1.557	0.697	2.932	0.094	3.12047911629642e-43	1.0769163338864e-14	1.66533453693773e-15	1.2534417948018e-13	0.938403221708277	0.358245450152014	6.48271548836052e-42	1.48674406119653e-12	6.8261894453468e-15	4.43845270794565e-13	0.999248226209326	0.663140609523334
K11189: phosphocarrier protein	1.864	0.428	1.746	0.648	0.147	0.413	7.88200963600228e-26	0.479576005138775	1.66533453693773e-15	2.27595720048157e-14	0.297365942507681	0.267959812035806	3.25493844330705e-25	0.778032820703551	6.8261894453468e-15	1.19842140824665e-13	0.999248226209326	0.55403239669224
K06957	0.165	0.298	0.275	0.38	0	0	0.0159414143912558	0.209786365732013	0.105983982118718	0.0114730876560445	0.494360189301855	0.00180155043997732	0.0195046008843364	0.442934907343139	0.124301444924207	0.0163437127456922	0.999248226209326	0.0223437709024812
K11184: catabolite repression HPr-like protein	0.95	0.403	0.839	0.424	0.053	0.212	2.17609158507733e-13	0.385556356482343	1.06470388061553e-13	6.1935937489821e-09	0.280106020110986	0.00827701131748999	5.49165401258943e-13	0.672266268091671	2.73569122891798e-13	1.60222716319822e-08	0.999248226209326	0.0610004537098092
K11185: cytosolic tryparedoxin peroxidase, trypanosomatid typical 2-Cys	0.092	0.084	0.073	0.089	0.112	0.188	0.451153745243413	0.653486076308822	0.739875607222368	0.432902793800862	0.36660454429589	0.135013485727114	0.463880548529841	0.926571103305801	0.766443638727459	0.476161782773011	0.999248226209326	0.359661745129517
K11186: mitochondrial tryparedoxin peroxidase, trypanosomatid typical 2-Cys	0.023	0.059	0.014	0.026	0.033	0.057	0.520499972446853	0.723184859438101	0.762627671793521	0.498342011519297	0.599126771149247	0.419968816586163	0.532484593661176	0.972178939796758	0.788938585691225	0.543232060193045	0.999248226209326	0.73017714554698
K11180: sulfite reductase, dissimilatory-type alpha subunit	0.197	0.281	0.176	0.287	0	0	0.0262556273503578	0.928716591144639	0.0193901189051848	0.0938995811444726	0.936480404544884	0.000975041186723626	0.031202265459123	0.999999996206915	0.0251443659513975	0.115119184375912	0.999248226209326	0.0153090372155309
K11181: sulfite reductase, dissimilatory-type beta subunit	0.212	0.286	0.16	0.244	0	0	0.0120600624808835	0.62949295074481	0.00909806783863654	0.12964897514467	0.96710660707362	0.237118553476789	0.0150285555779858	0.908988358299533	0.0123203423656909	0.15502463844259	0.999248226209326	0.510375047741589
K11183: phosphocarrier protein FPr	0.618	0.27	0.654	0.303	0.022	0.073	9.34798602375353e-14	0.80360660080527	1.73749903353837e-13	9.16655640281760e-12	0.475400974871928	0.540303987548123	2.39382376636886e-13	0.999999996206915	4.41593178169021e-13	2.85844409958764e-11	0.999248226209326	0.857135880168212
K10764: O-succinylhomoserine sulfhydrylase	0.606	0.17	0.51	0.235	0.022	0.081	1.23683298671223e-22	0.0337486789919028	3.66373598126302e-15	5.09592368302947e-14	0.797789129310436	0.296372532538103	4.47598239602696e-22	0.116061135041645	1.34425321988837e-14	1.89024298955517e-13	0.999248226209326	0.589741616724234
K10763: DnaA-homolog protein	0.212	0.376	0.362	0.509	0	0	0.0123098169590158	0.164868353923592	0.106577714048069	0.00890023794783545	0.252910768380242	0.000955521314503936	0.0153230789017442	0.374181085135311	0.124925581631156	0.012888152516015	0.999248226209326	0.0151071642633388
K10762: putative replication protein	0.48	0.319	0.5	0.414	0.017	0.069	1.5769029660034e-06	0.954538503784607	1.41664355202131e-06	1.53590245813851e-05	0.719430217166959	0.136743419230887	2.83646818973484e-06	0.999999996206915	2.58409029102599e-06	3.07230964925701e-05	0.999248226209326	0.362367084396348
K10760: adenylate isopentenyltransferase (cytokinin synthase)	0.053	0.091	0.031	0.046	0.004	0.012	0.0536015238831839	0.401933754032395	0.0635101332369774	0.534999512479013	0.632849812286592	0.0217655932033814	0.0609627197079485	0.688980783101997	0.0764457546002534	0.580488775839529	0.999248226209326	0.115709315134482
K01938: formate--tetrahydrofolate ligase	2.008	0.244	1.767	0.261	0.441	0.577	5.96620916588408e-40	0.000837933105603539	1.66533453693773e-15	1.66533453693773e-15	0.900044156451712	0.319288274873767	7.99918836844414e-39	0.00803872987642269	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.617182511640717
K01939: adenylosuccinate synthase	2.102	0.243	1.925	0.218	0.262	0.577	6.8212099340026e-49	0.0147340759388466	1.66533453693773e-15	1.66533453693773e-15	0.147626180406565	0.999845476499678	5.25578542636377e-47	0.0637853932659391	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.999998145862406
K01934: 5-formyltetrahydrofolate cyclo-ligase	1.794	0.313	1.587	0.608	0	0	1.87320357086295e-36	0.0300222995215171	1.66533453693773e-15	1.66533453693773e-15	0.695634558535596	0.470688340025298	1.67433041642331e-35	0.107308125183485	6.8261894453468e-15	1.6951323288194e-14	0.999248226209326	0.785814570963793
