Strain	BioProject	Genes	Proteins	Size-Mb	GC	16S count	Mean 16S similarity	Bioproject	species	genus	family	order	class	phylum	
Staphylococcus aureus subsp. aureus JH1	PRJNA58457	2906	2780	2.9369	32.9648	6	99.72	bio58457	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus JH9	PRJNA58455	2847	2726	2.9371	32.8658	6	99.71	bio58455	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus JKD6159	PRJNA159691	2678	2577	2.8322	32.7678	5	99.76	bio15969	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus LGA251	PRJNA159391	2549	2433	2.7538	32.9958	6	99.74	bio15939	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus M013	PRJNA88065	2675	2591	2.7886	32.9	5	99.73	bio88065	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus MRSA252	PRJNA57839	2834	2650	2.9026	32.8	5	99.58	bio57839	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus MSHR1132	PRJNA89393	2596	2528	2.7876	32.3652	4	99.66	bio89393	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus MSSA476	PRJNA57841	2738	2590	2.8205	32.867	6	99.64	bio57841	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus Mu3	PRJNA58817	2768	2690	2.8802	32.9	5	99.65	bio58817	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus Mu50	PRJNA57835	2808	2730	2.9036	32.8654	5	99.65	bio57835	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus MW2	PRJNA57903	2704	2624	2.8205	32.8	6	99.69	bio57903	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus N315	PRJNA57837	2695	2614	2.8395	32.7644	5	99.71	bio57837	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus NCTC 8325	PRJNA57795	2968	2891	2.8214	32.9	5	99.63	bio57795	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus ST398	PRJNA159247	2770	2710	2.8854	32.8898	5	98.08	bio15924	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus str. JKD6008	PRJNA159855	2836	2680	2.9243	32.9	5	99.69	bio15985	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus str. Newman	PRJNA58839	2687	2614	2.8789	32.9	5	99.73	bio58839	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus T0131	PRJNA159861	2797	2711	2.9139	32.8	5	99.65	bio15986	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus TCH60	PRJNA159859	2790	2700	2.8272	32.8593	6	99.74	bio15985	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus TW20	PRJNA159241	2995	2813	3.0802	32.7955	5	99.58	bio15924	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus USA300_FPR3757	PRJNA58555	2692	2604	2.9175	32.7392	5	99.70	bio58555	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus USA300_TCH1516	PRJNA58925	2845	2693	2.9031	32.7742	5	99.71	bio58925	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus aureus subsp. aureus VC40	PRJNA88071	2545	2468	2.6926	32.8	5	99.81	bio88071	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus carnosus subsp. carnosus TM300	PRJNA59401	2537	2461	2.5664	34.6	5	99.60	bio59401	Staphylococcus carnosus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus epidermidis ATCC 12228	PRJNA57861	2558	2482	2.5646	32.0512	5	99.61	bio57861	Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus epidermidis RP62A	PRJNA57663	2665	2525	2.6438	32.1969	6	99.62	bio57663	Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus haemolyticus JCSC1435	PRJNA62919	2769	2692	2.6979	32.7885	5	99.63	bio62919	Staphylococcus haemolyticus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus lugdunensis HKU09-01	PRJNA46233	2570	2490	2.6584	33.9	6	99.71	bio46233	Staphylococcus lugdunensis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus lugdunensis N920143	PRJEA67127	2452	2425	2.5959	33.8	4	99.65	bio67127	Staphylococcus lugdunensis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus pseudintermedius ED99	PRJNA62991	2460	2356	2.5722	37.6	5	99.81	bio62991	Staphylococcus pseudintermedius	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus pseudintermedius HKU10-03	PRJNA62125	2531	2450	2.6174	37.5	6	99.71	bio62125	Staphylococcus pseudintermedius	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	PRJNA58411	2595	2514	2.5779	33.1473	6	99.71	bio58411	Staphylococcus saprophyticus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	
Starkeya novella DSM 506	PRJNA48815	4563	4431	4.7650	67.9	1	n.d.	bio48815	Starkeya novella	Starkeya	Xanthobacteraceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	
Stenotrophomonas maltophilia D457	PRJEA89665	4239	4101	4.7692	66.8	4	99.51	bio89665	Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	
Stenotrophomonas maltophilia JV3	PRJNA72473	4177	4063	4.5445	66.9	4	99.66	bio72473	Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	
Stenotrophomonas maltophilia K279a	PRJNA61647	4514	4386	4.8511	66.3	4	99.72	bio61647	Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	
Stenotrophomonas maltophilia R551-3	PRJNA58657	4134	4039	4.5740	66.3	4	99.75	bio58657	Stenotrophomonas maltophilia	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	
Stigmatella aurantiaca DW4/3-1	PRJNA54333	8407	8352	10.2600	67.45	2	99.61	bio54333	Stigmatella aurantiaca	Stigmatella	Cystobacteraceae	Myxococcales	Deltaproteobacteria	Proteobacteria	
Streptobacillus moniliformis DSM 12112	PRJNA41863	1568	1442	1.6733	26.2655	5	99.80	bio41863	Streptobacillus moniliformis	Streptobacillus	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	
Streptococcus agalactiae 2603V/R	PRJNA57943	2276	2124	2.1603	35.6	7	100.00	bio57943	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus agalactiae A909	PRJNA57935	2136	1996	2.1278	35.6	7	99.97	bio57935	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus agalactiae NEM316	PRJNA61585	2235	2094	2.2115	35.6	7	99.98	bio61585	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus dysgalactiae subsp. dysgalactiae ATCC 27957	PRJNA39781	2179	2107	2.1368	39.4	5	99.87	bio39781	Streptococcus dysgalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus dysgalactiae subsp. equisimilis ATCC 12394	PRJNA39783	2135	2056	2.1595	39.5	5	99.87	bio39783	Streptococcus dysgalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus dysgalactiae subsp. equisimilis GGS_124	PRJNA59103	2174	2094	2.1063	39.6	5	99.52	bio59103	Streptococcus dysgalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus equi subsp. equi 4047	PRJNA59259	2242	2000	2.2538	41.3	6	99.83	bio59259	Streptococcus equi	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus equi subsp. zooepidemicus	PRJNA59261	2058	1869	2.1499	41.5	5	99.92	bio59261	Streptococcus equi	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus equi subsp. zooepidemicus ATCC 35246	PRJNA68327	2159	2087	2.1673	41.6	5	99.81	bio68327	Streptococcus equi	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus equi subsp. zooepidemicus MGCS10565	PRJNA59263	2001	1893	2.0242	41.8	5	99.81	bio59263	Streptococcus equi	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143	PRJDA62517	2371	2246	2.3622	37.5	5	100.00	bio62517	Streptococcus gallolyticus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	PRJNA63617	2431	2329	2.3772	37.5974	7	100.00	bio63617	Streptococcus gallolyticus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus gallolyticus UCN34	PRJNA46061	2349	2223	2.3509	37.6	6	100.00	bio46061	Streptococcus gallolyticus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus gordonii str. Challis substr. CH1	PRJNA57667	2150	2051	2.1967	40.5	4	99.71	bio57667	Streptococcus gordonii	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus infantarius subsp. infantarius CJ18	PRJNA87033	2085	1906	2.0083	37.5743	6	99.98	bio87033	Streptococcus infantarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus macedonicus ACA-DC 198	PRJNA81631	2297	1994	2.1428	37.5846	6	100.00	bio81631	Streptococcus macedonicus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus mitis B6	PRJNA46097	2098	2004	2.1466	40	4	99.97	bio46097	Streptococcus mitis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus mutans NN2025	PRJNA46353	1976	1895	2.0136	36.8	5	99.79	bio46353	Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus mutans UA159	PRJNA57947	2042	1960	2.0329	36.8	5	99.69	bio57947	Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus oralis Uo5	PRJNA65449	1991	1907	1.9587	41.1	4	100.00	bio65449	Streptococcus oralis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus parasanguinis ATCC 15912	PRJNA49313	2103	2022	2.1537	41.7	4	100.00	bio49313	Streptococcus parasanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus parauberis KCTC 11537	PRJNA67355	1937	1868	2.1439	35.5	5	99.81	bio67355	Streptococcus parauberis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pasteurianus ATCC 43144	PRJNA68019	2102	1869	2.1001	37.4	5	99.96	bio68019	Streptococcus pasteurianus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae 670-6B	PRJNA52533	2430	2352	2.2400	39.6	4	99.84	bio52533	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae 70585	PRJNA59125	2323	2202	2.1847	39.7	4	99.84	bio59125	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae AP200	PRJNA52453	2284	2216	2.1306	39.5	3	99.70	bio52453	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae ATCC 700669	PRJNA59287	2224	1990	2.2213	39.5	4	99.81	bio59287	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae CGSP14	PRJNA59181	2276	2206	2.2092	39.5	4	99.71	bio59181	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae D39	PRJNA58581	2069	1914	2.0461	39.7	4	99.84	bio58581	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae G54	PRJNA59167	2186	2114	2.0790	39.7	4	99.75	bio59167	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae Hungary19A-6	PRJNA59117	2402	2155	2.2456	39.6	4	99.81	bio59117	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae INV104	PRJNA50735	1940	1824	2.1421	39.6	4	99.72	bio50735	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae INV200	PRJNA50731	2049	1929	2.0933	39.6	4	99.84	bio50731	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae JJA	PRJNA59121	2235	2123	2.1202	39.7	4	99.84	bio59121	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae OXC141	PRJNA50733	1973	1823	2.0369	39.8	4	99.81	bio50733	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae P1031	PRJNA59123	2254	2073	2.1119	39.7	4	99.84	bio59123	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae R6	PRJNA57859	2115	2042	2.0386	39.7	4	99.84	bio57859	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae SPN032672	PRJNA50809	-	-	2.1312	39.6	4	99.42	bio50809	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae SPN033038	PRJNA50811	-	-	2.1335	39.6	4	99.72	bio50811	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae SPN034156	PRJNA50793	-	-	2.0245	39.9	4	99.45	bio50793	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae SPN034183	PRJNA50795	-	-	2.0373	39.8	4	99.84	bio50795	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae SPN994038	PRJNA50799	-	-	2.0271	39.8	4	99.84	bio50799	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae SPN994039	PRJNA50801	-	-	2.0256	39.8	4	99.84	bio50801	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae ST556	PRJNA80663	2219	2148	2.1459	39.7	4	99.75	bio80663	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae Taiwan19F-14	PRJNA59119	2205	2044	2.1122	39.8	4	99.84	bio59119	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae TCH8431/19A	PRJNA49735	2355	2275	2.0888	39.8	3	99.66	bio49735	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pneumoniae TIGR4	PRJNA57857	2301	2105	2.1608	39.7	4	99.84	bio57857	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pseudopneumoniae IS7493	PRJNA71153	2280	2236	2.1955	39.7968	1	n.d.	bio71153	Streptococcus pseudopneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes Alab49	PRJNA73399	1866	1773	1.8273	38.6	6	99.83	bio73399	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes M1 GAS	PRJNA57845	1810	1696	1.8524	38.5	6	99.77	bio57845	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes MGAS10270	PRJNA58571	2067	1986	1.9283	38.4	6	99.83	bio58571	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes MGAS10394	PRJNA58105	1971	1886	1.8999	38.7	6	99.81	bio58105	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes MGAS10750	PRJNA58575	2059	1978	1.9371	38.3	6	99.83	bio58575	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes MGAS15252	PRJNA158037	1757	1662	1.7508	38.5	5	99.76	bio15803	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes MGAS1882	PRJNA66081	1792	1691	1.7810	38.5	5	99.81	bio66081	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes MGAS2096	PRJNA58573	1979	1898	1.8604	38.7	6	99.83	bio58573	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes MGAS315	PRJNA57911	1951	1865	1.9005	38.6	6	99.83	bio57911	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes MGAS5005	PRJNA58337	1950	1865	1.8386	38.5	6	99.83	bio58337	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes MGAS6180	PRJNA58335	1977	1894	1.8976	38.4	6	99.83	bio58335	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes MGAS8232	PRJNA57871	1924	1839	1.8950	38.5	6	99.83	bio57871	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes MGAS9429	PRJNA58569	1962	1877	1.8365	38.5	6	99.83	bio58569	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes NZ131	PRJNA59035	1788	1700	1.8158	38.6	6	99.60	bio59035	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes SSI-1	PRJNA57895	1931	1859	1.8943	38.6	5	99.87	bio57895	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus pyogenes str. Manfredo	PRJNA57847	1906	1745	1.8413	38.6	6	99.81	bio57847	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus salivarius 57.I	PRJNA68129	2028	1941	2.1388	39.9	6	99.85	bio68129	Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus salivarius JIM8777	PRJEA67171	2065	1979	2.2106	40.1	6	99.89	bio67171	Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus salivarius JIM8780	PRJNA70481	2118	2027	2.2172	39.9	6	99.86	bio70481	Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus sanguinis SK36	PRJNA58381	2348	2270	2.3884	43.4	4	99.34	bio58381	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus suis 05ZYH33	PRJNA58663	2254	2186	2.0963	41.1	4	100.00	bio58663	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus suis 98HAH33	PRJNA58665	2253	2185	2.0957	41.1	4	99.94	bio58665	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus suis A7	PRJNA63483	2064	1974	2.0384	41.2	4	100.00	bio63483	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus suis BM407	PRJNA59321	2136	1947	2.1708	41.0468	4	100.00	bio59321	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus suis D12	PRJNA65469	2190	2078	2.1831	41.3	4	99.65	bio65469	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus suis D9	PRJNA65435	2196	2074	2.1777	41	4	99.94	bio65435	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus suis GZ1	PRJNA18737	2048	1978	2.0380	41.4	4	100.00	bio18737	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus suis JS14	PRJNA61797	2174	2066	2.1374	41.2	3	99.91	bio61797	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus suis P1/7	PRJEA32235	2011	1824	2.0075	41.3	4	100.00	bio32235	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus suis SC84	PRJNA59323	2068	1898	2.0959	41.1	4	100.00	bio59323	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus suis SS12	PRJNA65433	2161	2079	2.0969	41.2	4	99.97	bio65433	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus suis ST1	PRJNA65471	2097	1987	2.0343	41.4	4	99.96	bio65471	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
Streptococcus suis ST3	PRJNA66327	2053	1952	2.0288	41.3	4	99.91	bio66327	Streptococcus suis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	
